TextBlob_Analysis Biden Inflation,TextBlob_Analysis Trump Inflation,TextBlob_Analysis Biden Immigration,TextBlob_Analysis Trump Immigration,variable,value
Positive,Positive,Positive,Negative,Subjectivity:  Trump Immigration,0.526839827
Positive,Positive,Negative,Negative,Subjectivity:  Trump Immigration,0.75
Negative,Positive,Negative,Positive,Subjectivity:  Trump Immigration,0.52443555
Positive,Negative,Positive,Positive,Subjectivity:  Trump Immigration,0.41658523
Positive,Negative,Negative,Positive,Subjectivity:  Trump Immigration,0.509062856
Positive,Positive,Neutral,Positive,Subjectivity:  Trump Immigration,0.419861
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.492826513
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.494995307
Positive,Positive,Negative,Positive,Subjectivity:  Trump Immigration,0.374281935
Positive,Negative,Positive,Positive,Subjectivity:  Trump Immigration,0.444179179
Positive,Negative,Positive,Positive,Subjectivity:  Trump Immigration,0.499665117
Positive,Positive,Negative,Positive,Subjectivity:  Trump Immigration,0.5012007
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.083333333
Positive,Positive,Negative,Positive,Subjectivity:  Trump Immigration,0.413305322
Positive,Positive,Negative,Positive,Subjectivity:  Trump Immigration,0.265584416
Positive,Positive,Negative,Positive,Subjectivity:  Trump Immigration,0.363333333
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.7
Positive,Positive,Negative,Positive,Subjectivity:  Trump Immigration,0.473713006
Positive,Positive,Negative,Positive,Subjectivity:  Trump Immigration,0.470518793
Negative,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.388095238
Negative,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.546626723
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.570700807
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.479192577
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.523742138
Positive,Positive,Positive,Negative,Subjectivity:  Trump Immigration,0.5625
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.525
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.632063492
Positive,Positive,Negative,Positive,Subjectivity:  Trump Immigration,0.479640219
Negative,Positive,Negative,Positive,Subjectivity:  Trump Immigration,0.476851852
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.450995954
Positive,Positive,Negative,Positive,Subjectivity:  Trump Immigration,0.475833333
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.55
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.337717511
Negative,Positive,Negative,Positive,Subjectivity:  Trump Immigration,0.477064602
Negative,Positive,Negative,Positive,Subjectivity:  Trump Immigration,0.398127835
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.307682292
Positive,Positive,Positive,Negative,Subjectivity:  Trump Immigration,0.5
Positive,Negative,Positive,Positive,Subjectivity:  Trump Immigration,0.496073901
Negative,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.378539254
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.540500628
Negative,Positive,Positive,Negative,Subjectivity:  Trump Immigration,0.266666667
Positive,Positive,Negative,Negative,Subjectivity:  Trump Immigration,0.44
Positive,Positive,Negative,Negative,Subjectivity:  Trump Immigration,0.312698413
Negative,Positive,Neutral,Positive,Subjectivity:  Trump Immigration,0.552857603
Negative,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.34469697
Positive,Positive,Positive,Negative,Subjectivity:  Trump Immigration,0.435204082
Positive,Positive,Negative,Negative,Subjectivity:  Trump Immigration,0.533333333
Positive,Positive,Negative,Positive,Subjectivity:  Trump Immigration,0.464934099
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.413854299
Negative,Positive,Negative,Positive,Subjectivity:  Trump Immigration,0.443333333
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.451548006
Positive,Positive,Neutral,Positive,Subjectivity:  Trump Immigration,0.408874459
Positive,Positive,Neutral,Positive,Subjectivity:  Trump Immigration,0.367109635
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.6125
Positive,Positive,Neutral,Positive,Subjectivity:  Trump Immigration,0.454292421
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.464056214
Positive,Positive,Positive,Positive,Subjectivity:  Trump Immigration,0.450241613
Positive,Positive,Negative,Positive,Subjectivity:  Trump Immigration,0.471428571
Positive,Positive,Positive,Negative,Subjectivity:  Trump Immigration,0.314285714
Negative,NA,Neutral,Positive,Subjectivity:  Trump Immigration,0.484094457
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.351754386
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.505068171
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.504420853
Negative,NA,Neutral,Positive,Subjectivity:  Trump Immigration,0.481868413
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.396474359
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.433495741
Negative,NA,Neutral,Negative,Subjectivity:  Trump Immigration,0.525
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.1875
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.594047619
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.382949448
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.451702509
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.526609848
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.293333333
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.65
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.389233749
Negative,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.565625
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.225
Negative,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.451190476
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.621428571
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.469587659
Negative,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.475559947
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.367156863
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.5251443
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.591225038
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.534915547
Positive,NA,Neutral,Neutral,Subjectivity:  Trump Immigration,0
Negative,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.562738095
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.377333333
Positive,NA,Positive,Neutral,Subjectivity:  Trump Immigration,0.1
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.390432099
Negative,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.384848485
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.680555556
Negative,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.438311688
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.211111111
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.426236045
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.425452381
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.604940476
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.75
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.463869048
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.529292929
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.472727273
Negative,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.587980115
Negative,NA,Positive,Neutral,Subjectivity:  Trump Immigration,1
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.534848485
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.808333333
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.467338217
Positive,NA,Negative,Neutral,Subjectivity:  Trump Immigration,0
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.410339506
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.383333333
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.508159722
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.470684524
Positive,NA,Positive,Neutral,Subjectivity:  Trump Immigration,0.1
Negative,NA,Positive,Neutral,Subjectivity:  Trump Immigration,0.1
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.444305556
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.579271709
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.120769231
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.367241379
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.405218421
Negative,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.465800866
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.409090909
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.458363858
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.45
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.513248284
Positive,NA,Positive,Neutral,Subjectivity:  Trump Immigration,0
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.535714286
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.376388889
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.175
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.366666667
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.193097643
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.475
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.400680669
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.575079365
Positive,NA,Neutral,Positive,Subjectivity:  Trump Immigration,0.25
Negative,NA,Neutral,Negative,Subjectivity:  Trump Immigration,0.478681078
Negative,NA,Neutral,Negative,Subjectivity:  Trump Immigration,0.230952381
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.507306763
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.490909091
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.348735119
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.429434046
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.446590909
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.541666667
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.436466165
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.553679654
Negative,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.433333333
Negative,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.266666667
Positive,NA,Positive,Neutral,Subjectivity:  Trump Immigration,0
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.528571429
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.395167733
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.427911043
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.379166667
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.4
Negative,NA,Negative,Neutral,Subjectivity:  Trump Immigration,0
Negative,NA,Positive,Neutral,Subjectivity:  Trump Immigration,0.1
Negative,NA,Neutral,Negative,Subjectivity:  Trump Immigration,0.414646465
Positive,NA,Neutral,Negative,Subjectivity:  Trump Immigration,0.368766234
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.341666667
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.445089286
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.507377646
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.445112782
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,1
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.478599606
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.376358826
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.273864895
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.458333333
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.411521503
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.373412076
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.493483683
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.540692641
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.510782313
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.514487516
Negative,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.41959699
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.520350926
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.493095238
Positive,NA,Positive,Neutral,Subjectivity:  Trump Immigration,0.4
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.327401614
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.52
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.464644165
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.241666667
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.367243867
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.562229437
Neutral,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.473229167
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.473882114
Negative,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.464274322
Negative,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.464264439
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.504250749
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.607142857
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.375
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.543229305
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.500036075
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.633333333
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.534071729
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.365972222
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.37755102
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.257142857
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.426373626
Negative,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.482966534
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.525
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.624404762
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.488194444
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.459033339
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.488207071
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.460416667
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.266666667
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.398100514
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.402942381
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.471229127
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.624642136
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.328571429
Positive,NA,Negative,Neutral,Subjectivity:  Trump Immigration,0
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.469387755
Negative,NA,Positive,Neutral,Subjectivity:  Trump Immigration,0
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.432491582
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.352272727
Positive,NA,Positive,Neutral,Subjectivity:  Trump Immigration,0
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.472419956
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.484256267
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.443608255
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.404437401
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.428211603
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.293
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.547111742
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.488888889
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.428256421
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.5
Negative,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.414842432
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.388430736
Neutral,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.255952381
Negative,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.3
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.391312742
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.428554622
Negative,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.56634544
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.560544469
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.721428571
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.6
Negative,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.451123876
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.507641711
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.431087662
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.55
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.483385806
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.452083333
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.361593615
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.545880574
Negative,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.482290862
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.534401709
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.595
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.395925602
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.558530359
Negative,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.55
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.449157966
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.60254329
Positive,NA,Positive,Negative,Subjectivity:  Trump Immigration,0.526388889
Negative,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.5
Positive,NA,Negative,Positive,Subjectivity:  Trump Immigration,0.264781746
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.497222222
Positive,NA,Positive,Positive,Subjectivity:  Trump Immigration,0.507944481
Positive,NA,Negative,Negative,Subjectivity:  Trump Immigration,0.540163059
